"Power_plant","Province","_Date_commissioned_","_Capacity__Megawatt__","_Annual_output_GWh_","Capacity_factor__","Status","Coordinates"
"Koeberg nuclear power station","Western Cape","1984","1,860","13668","84","Operational","33°40′35.2″S 18°25′55.37″E"
